Date,Departure station,Arrival station,Route,Pct delay due to external causes,Pct delay due to rolling stock,Pct delay due to infrastructure,Pct delay due to traffic management,Pct delay due to station management and equipment reuse,"Pct delay due to passenger handling (crowding, disabled persons, connections)"
2022-02,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,0.0,15.38461538,,38.46153846,7.692307692,26.92307692
2022-03,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,12.96296296,24.07407407,,16.66666667,5.555555556,11.11111111
2022-04,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,4.615384615384619,35.38461538,23.07692307692309,18.46153846,72.0439601026586,16.92307692
2022-05,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,0.0,23.255813953488403,20.93023256,25.58139535,9.302325581,20.93023256
2022-06,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,9.375,190.4200842324105,18.75,14.0625,21.875,3.125
2022-07,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,9.677419355,45.16129032,,17.74193548,11.29032258,8.064516129
2022-08,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,,42.85714286,10.20408163,26.53061224,6.12244898,12.24489796
2022-09,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,11.11111111,190.4200842324105,,22.22222222,8.333333333,
2022-12,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,2.380952381,21.428571428571395,25.0,29.76190476,15.47619048,5.952380952
2023-01,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,,16.32653061,20.40816327,38.7755102,6.12244898,14.28571429
2023-02,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,0.0,47.82608696,0.0,17.391304347826097,,21.73913043
2023-04,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,4.54545455,18.18181818,,29.54545455,6.81818182,11.36363636
2023-06,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,8.33333333,29.76190476,8.33333333,25.0,23.80952381,
2023-08,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,218.89587774190275,16.0,28.000000000000004,32.0,10.0,12.0
2023-09,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,3.77358491,18.86792453,,20.75471698,3.77358491,7.54716981
2023-12,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,23.72881356,25.42372881,6.77966102,23.72881356,10.16949153,10.16949153
2024-01,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,4.76190476,52.38095238,218.65088787857883,22.222222220000003,7.936507939999999,7.936507939999999
2024-06,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,11.11111111,35.55555556,15.55555556,4.44444444,24.44444444,8.88888889
2024-07,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,28.260869570000004,23.91304348,10.86956522,23.91304348,,4.34782609
2024-08,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,0.0,36.36363636,15.15151515,18.18181818,18.18181818,75.91572970554272
2024-10,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,24.48979592,16.32653061,14.28571429,32.65306122,8.16326531,4.08163265
2024-11,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,11.290322580000002,29.03225806,16.129032260000002,24.19354839,11.290322580000002,8.064516130000001
2024-12,PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE → ST PIERRE DES CORPS,6.55737705,29.50819672,16.393442620000002,29.50819672,11.47540984,6.55737705
2018-02,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,51.35135135,8.108108108,29.72972973,8.108108108,2.702702703,0.0
2018-04,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,38.46153846,30.76923077,15.38461538,0.0,7.692307692,7.692307692
2018-05,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,20.0,13.33333333,218.65088787857883,26.66666667,0.0,6.666666667
2018-06,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,44.44444444,,37.03703704,11.11111111,0.0,0.0
2018-09,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,18.51851852,190.4200842324105,37.03703704,25.92592593,0.0,0.0
2018-10,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,45.45454545,18.18181818,13.63636364,18.18181818,0.0,
2018-11,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,33.33333333,16.66666667,27.77777778,16.66666667,0.0,5.555555556
2018-12,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,52.94117647,5.882352941,29.41176471,11.76470588,0.0,0.0
2019-02,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,42.85714286,14.28571429,28.57142857,14.28571429,0.0,0.0
2019-04,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,15.38461538,15.38461538,30.76923077,38.46153846,0.0,0.0
2019-05,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,38.46153846,23.07692308,38.46153846,0.0,0.0,0.0
2019-08,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,35.29411765,11.76470588,17.64705882,29.41176471,0.0,5.882352941
2019-09,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,61.53846154,,7.692307692,15.38461538,7.692307692,7.692307692
2019-10,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,218.89587774190275,4.0,32.0,16.0,0.0,0.0
2019-11,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,,19.23076923,218.65088787857883,11.53846154,15.38461538,3.846153846
2019-12,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,28.57142857,14.28571429,42.85714286,0.0,14.28571429,0.0
2020-01,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,16.66666667,16.66666667,66.66666667,0.0,0.0,
2020-02,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,47.05882353,0.0,35.29411765,11.76470588,5.882352941,0.0
2020-04,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,0.0,0.0,100.0,0.0,0.0,
2020-05,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,50.0,0.0,37.5,0.0,12.5,0.0
2020-07,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,,12.5,29.16666667,8.333333333,8.333333333,0.0
2020-08,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,35.29411765,0.0,,5.882352941,0.0,75.91572970554272
2020-09,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,50.0,22.72727273,18.18181818,4.545454545,4.545454545,75.91572970554272
2020-12,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,,5.555555556,33.33333333,11.11111111,5.555555556,5.555555556
2021-01,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,29.166666666666703,25.0,20.83333333,8.333333333,8.333333333,
2021-02,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,24.24242424,,30.303030303030297,9.090909091,72.0439601026586,15.151515151515198
2021-03,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,37.5,6.25,0.0,12.5,6.25,37.5
2021-04,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,14.28571429,7.142857143,35.71428571,0.0,0.0,42.85714286
2021-05,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,,23.07692308,,7.692307692,7.692307692,46.15384615
2021-06,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,16.66666667,5.555555555555561,44.44444444,,0.0,22.22222222
2021-07,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,16.66666667,13.88888889,13.88888889,,13.88888889,30.555555555555603
2021-08,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,21.05263158,,36.84210526,2.6315789473684204,,28.94736842
2021-09,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,29.166666666666703,8.333333333,37.5,,,25.0
2021-11,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,26.92307692,3.846153846,19.23076923,11.53846154,15.38461538,23.07692308
2021-12,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,34.78260869565219,190.4200842324105,218.65088787857883,8.695652173913041,4.347826086956521,34.78260869565219
2022-01,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,18.18181818,13.63636364,,13.63636364,0.0,13.63636364
2022-02,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,35.0,0.0,218.65088787857883,5.0,0.0,25.0
2022-03,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,25.80645161,12.903225806451598,,12.903225806451598,0.0,9.677419355
2022-04,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,22.72727272727269,18.18181818,40.90909091,4.545454545454549,0.0,
2022-07,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,33.33333333,21.05263158,14.03508772,12.28070175,8.771929825,75.91572970554272
2022-08,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,40.81632653,18.36734694,16.32653061,10.204081632653102,4.081632653,10.204081632653102
2022-09,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,,12.5,33.33333333,12.5,0.0,25.0
2022-10,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,21.875,15.625,218.65088787857883,12.5,9.375,12.5
2022-11,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,35.29411765,11.76470588,29.41176471,17.64705882,0.0,5.882352941
2022-12,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,20.58823529,,38.23529412,5.882352941,14.70588235,8.823529412
2023-01,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,37.931034482758605,27.5862069,17.24137931,6.896551724,3.448275862,6.896551724
2023-05,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,17.39130435,13.04347826,43.47826087,8.695652169999999,4.34782609,
2023-06,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,25.0,39.28571429,17.85714286,0.0,0.0,75.91572970554272
2023-07,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,22.58064516,,32.258064520000005,6.451612900000001,6.451612900000001,9.67741935
2023-08,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,32.35294118,8.82352941,35.294117650000004,11.76470588,8.82352941,2.94117647
2023-10,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,19.23076923,11.53846154,42.30769231,19.23076923,7.69230769,0.0
2023-11,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,32.5,7.5,17.5,20.0,20.0,2.5
2023-12,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,46.51162791,11.62790698,9.30232558,13.95348837,4.65116279,13.95348837
2024-01,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,37.03703704,14.814814809999998,14.814814809999998,22.22222222,3.7037037,7.407407409999999
2024-02,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,26.66666667,13.33333333,33.333333329999995,,6.666666670000001,20.0
2024-03,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,6.25,,43.75,12.5,18.75,0.0
2024-04,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,45.0,15.0,25.0,10.0,0.0,5.0
2024-06,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,20.0,20.0,,6.666666670000001,13.33333333,6.666666670000001
2024-07,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,43.1372549,13.7254902,17.64705882,198.7610364132147,5.88235294,
2024-09,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,15.0,17.5,35.0,15.0,7.5,10.0
2024-10,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,11.428571430000002,11.428571430000002,37.14285714,20.0,5.71428571,14.28571429
2024-11,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,27.27272727,6.06060606,21.21212121,27.27272727,18.18181818,0.0
2024-12,PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE → TOULOUSE MATABIAU,33.333333329999995,5.55555556,16.666666669999998,22.222222220000003,72.0439601026586,0.0
2018-01,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,19.23076923,19.23076923,46.15384615,11.53846154,,0.0
2018-02,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,60.52631579,7.894736842,15.78947368,13.15789474,0.0,2.631578947
2018-04,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,38.0952381,9.523809524,28.57142857,14.28571429,9.523809524,0.0
2018-06,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,31.81818182,4.545454545,27.27272727,13.63636364,22.72727273,0.0
2018-07,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,11.11111111,27.77777778,11.11111111,44.44444444,0.0,75.91572970554272
2018-08,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,17.39130435,26.08695652,17.39130435,21.73913043,8.695652174,8.695652174
2018-09,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,5.0,25.0,40.0,30.0,0.0,75.91572970554272
2018-10,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,218.89587774190275,38.0952381,19.04761905,14.28571429,,0.0
2018-11,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,18.18181818,27.27272727,18.18181818,36.36363636,0.0,0.0
2018-12,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,12.5,33.33333333,29.16666667,20.83333333,0.0,4.166666667
2019-01,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,32.14285714,21.42857143,7.142857143,35.71428571,3.571428571,0.0
2019-02,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,25.0,190.4200842324105,8.333333333,58.33333333,0.0,0.0
2019-04,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,4.761904762,9.523809524,14.28571429,66.66666667,72.0439601026586,0.0
2019-05,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,0.0,13.63636364,45.45454545,36.36363636,4.545454545,0.0
2019-07,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,16.0,4.0,,60.0,8.0,4.0
2019-08,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,14.28571429,190.4200842324105,218.65088787857883,198.7610364132147,0.0,0.0
2019-09,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,22.22222222,0.0,5.555555556,61.11111111,11.11111111,0.0
2019-10,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,25.0,20.83333333,4.166666667,45.83333333,4.166666667,0.0
2019-11,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,3.571428571,14.28571429,10.71428571,46.42857143,14.28571429,10.71428571
2019-12,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,18.18181818,,9.090909091,27.27272727,0.0,27.27272727
2020-01,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,5.0,5.0,15.0,65.0,5.0,
2020-02,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,4.545454545,27.27272727,27.27272727,31.81818182,9.090909091,0.0
2020-05,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,0.0,100.0,0.0,0.0,0.0,0.0
2020-06,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,0.0,66.66666667,0.0,33.33333333,0.0,0.0
2020-08,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,21.42857143,14.28571429,35.71428571,,7.142857143,
2020-09,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,27.27272727,18.18181818,27.27272727,18.18181818,9.090909091,0.0
2021-03,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,50.0,12.5,12.5,12.5,12.5,
2021-06,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,12.5,25.0,,12.5,0.0,25.0
2021-07,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,0.0,,,198.7610364132147,5.263157895,26.31578947
2021-08,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,,14.28571429,0.0,0.0,0.0,71.42857143
2021-09,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,45.454545454545496,0.0,0.0,9.090909091,0.0,45.454545454545496
2021-10,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,25.0,0.0,0.0,198.7610364132147,0.0,75.0
2021-11,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,5.555555555555561,27.77777778,22.22222222,5.555555555555561,11.11111111,
2021-12,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,5.263157895,26.31578947,31.57894737,198.7610364132147,5.263157895,15.78947368
2022-01,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,5.555555556,22.22222222,50.0,16.66666667,0.0,5.555555556
2022-02,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,0.0,37.5,25.0,25.0,0.0,12.5
2022-03,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,8.695652173913041,,30.43478261,21.73913043,13.043478260869602,8.695652173913041
2022-04,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,8.695652173913041,39.130434782608695,218.65088787857883,8.695652173913041,4.347826086956521,17.39130435
2022-05,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,0.0,20.0,20.0,26.66666667,6.666666667,26.66666667
2022-10,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,,,21.05263158,36.84210526,0.0,21.05263158
2022-12,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,3.448275862,13.79310345,20.68965517,31.03448276,20.68965517,
2023-01,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,9.523809524,23.80952381,14.28571429,38.0952381,4.761904762,
2023-03,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,33.33333333,40.0,0.0,20.0,0.0,6.666666667
2023-04,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,,190.4200842324105,35.294117650000004,23.52941176,11.76470588,11.76470588
2023-07,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,4.34782609,30.43478261,30.43478261,8.695652169999999,17.39130435,8.695652169999999
2023-08,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,218.89587774190275,,14.28571429,35.71428571,14.28571429,21.42857143
2023-09,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,218.89587774190275,20.0,,15.0,,10.0
2023-10,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,218.89587774190275,15.0,5.0,198.7610364132147,20.0,5.0
2023-12,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,23.07692308,190.4200842324105,3.84615385,19.23076923,11.53846154,15.38461538
2024-03,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,218.89587774190275,22.72727273,13.63636364,198.7610364132147,27.27272727,9.09090909
2024-05,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,18.75,190.4200842324105,12.5,12.5,12.5,6.25
2024-06,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,13.33333333,40.0,13.33333333,13.33333333,13.33333333,
2024-07,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,11.11111111,33.333333329999995,33.333333329999995,22.222222220000003,0.0,0.0
2024-08,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,0.0,20.000000000000004,20.000000000000004,20.000000000000004,20.000000000000004,20.000000000000004
2024-09,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,0.0,41.666666670000005,0.0,25.0,16.666666669999998,16.666666669999998
2024-10,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,40.0,20.0,6.666666670000001,20.0,6.666666670000001,6.666666670000001
2024-11,PARIS MONTPARNASSE,TOURS,PARIS MONTPARNASSE → TOURS,19.04761905,28.57142857,14.28571429,14.28571429,9.52380952,14.28571429
2018-01,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,25.64102564,17.94871795,38.46153846,12.82051282,0.0,
2018-02,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,,14.0625,26.5625,15.625,1.5625,0.0
2018-05,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,10.0,30.0,35.0,15.0,5.0,5.0
2018-06,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,10.34482759,27.5862069,34.48275862,10.34482759,10.34482759,6.896551724
2018-08,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,9.090909091,45.45454545,18.18181818,198.7610364132147,0.0,18.18181818
2018-09,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,7.407407407,33.33333333,22.22222222,25.92592593,0.0,
2018-12,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,25.58139535,23.25581395,32.55813953,6.976744186,0.0,11.62790698
2019-01,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,,11.9047619,28.57142857,14.28571429,0.0,7.142857143
2019-03,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,36.0,16.0,20.0,20.0,4.0,4.0
2019-07,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,31.81818182,190.4200842324105,27.27272727,13.63636364,9.090909091,4.545454545
2019-08,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,25.0,,33.33333333,8.333333333,0.0,16.66666667
2019-10,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,63.15789474,5.263157895,21.05263158,5.263157895,2.631578947,2.631578947
2019-11,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,,12.5,33.33333333,25.0,4.166666667,4.166666667
2020-01,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,218.89587774190275,33.33333333,16.66666667,16.66666667,72.0439601026586,8.333333333
2020-06,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,218.89587774190275,28.57142857,14.28571429,14.28571429,14.28571429,0.0
2020-07,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,42.5,22.5,22.5,10.0,72.0439601026586,0.0
2020-08,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,12.5,20.83333333,29.16666667,16.66666667,8.333333333,12.5
2020-12,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,37.03703704,3.703703704,22.22222222,22.22222222,7.407407407,7.407407407
2021-01,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,42.85714286,11.42857143,25.71428571,198.7610364132147,8.571428571,2.857142857
2021-05,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,43.47826087,0.0,17.39130435,17.39130435,0.0,21.73913043
2021-07,PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE → VANNES,13.55932203,18.6440678,30.50847458,198.7610364132147,72.0439601026586,25.42372881
